accession	description
"LC497533"	"Fagus crenata Karikomi_DH030 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"AB043731"	"Fagus crenata chloroplast trnL gene for tRNA-Leu, intron, haplotype:FC1b."
"OK418464"	"Fagus crenata voucher TW024704 trnH-psbA intergenic spacer, partial sequence chloroplast."
"LC497554"	"Fagus crenata Karikomi_DH051 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"MT727745"	"UNVERIFIED: Fagus crenata isolate 463_1 hypothetical protein (LOC115960913) gene, partial sequence."
"LC497549"	"Fagus crenata Karikomi_DH046 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497537"	"Fagus crenata Karikomi_DH034 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497604"	"Fagus crenata Karikomi_DH101 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497638"	"Fagus crenata Karikomi_DH135 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497590"	"Fagus crenata Karikomi_DH087 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497517"	"Fagus crenata Karikomi_DH014 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497635"	"Fagus crenata Karikomi_DH132 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"OK419254"	"Fagus crenata voucher TW021325 trnH-psbA intergenic spacer, partial sequence chloroplast."
"LC497538"	"Fagus crenata Karikomi_DH035 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497647"	"Fagus crenata Karikomi_DH144 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497665"	"Fagus crenata Karikomi_DH162 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497566"	"Fagus crenata Karikomi_DH063 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497551"	"Fagus crenata Karikomi_DH048 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497583"	"Fagus crenata Karikomi_DH080 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497518"	"Fagus crenata Karikomi_DH015 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497510"	"Fagus crenata Karikomi_DH007 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"OK416475"	"Fagus crenata voucher TW024458 trnH-psbA intergenic spacer, partial sequence chloroplast."
"AB043736"	"Fagus crenata chloroplast trnL gene for tRNA-Leu, intron, haplotype:FC5."
"AB043733"	"Fagus crenata chloroplast trnL gene for tRNA-Leu, intron, haplotype:FC3."
"LC497567"	"Fagus crenata Karikomi_DH064 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497505"	"Fagus crenata Karikomi_DH002 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"OK418646"	"Fagus crenata voucher TW024988 trnH-psbA intergenic spacer, partial sequence chloroplast."
"LC497623"	"Fagus crenata Karikomi_DH120 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497530"	"Fagus crenata Karikomi_DH027 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"OK416304"	"Fagus crenata voucher TW017528 trnH-psbA intergenic spacer, partial sequence chloroplast."
"LC497574"	"Fagus crenata Karikomi_DH071 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497522"	"Fagus crenata Karikomi_DH019 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497507"	"Fagus crenata Karikomi_DH004 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497624"	"Fagus crenata Karikomi_DH121 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497562"	"Fagus crenata Karikomi_DH059 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497519"	"Fagus crenata Karikomi_DH016 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497516"	"Fagus crenata Karikomi_DH013 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497661"	"Fagus crenata Karikomi_DH158 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497664"	"Fagus crenata Karikomi_DH161 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497655"	"Fagus crenata Karikomi_DH152 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497564"	"Fagus crenata Karikomi_DH061 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497643"	"Fagus crenata Karikomi_DH140 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497626"	"Fagus crenata Karikomi_DH123 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497568"	"Fagus crenata Karikomi_DH065 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"AB043738"	"Fagus crenata chloroplast trnL gene for tRNA-Leu, intron, haplotype:FC7."
"LC497645"	"Fagus crenata Karikomi_DH142 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"AB006081"	"Fagus crenata mRNA for chlorophyll a/b-binding protein, complete cds."
"LC497586"	"Fagus crenata Karikomi_DH083 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497597"	"Fagus crenata Karikomi_DH094 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497625"	"Fagus crenata Karikomi_DH122 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497637"	"Fagus crenata Karikomi_DH134 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497662"	"Fagus crenata Karikomi_DH159 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497539"	"Fagus crenata Karikomi_DH036 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"OK420655"	"Fagus crenata voucher Sakio098 trnH-psbA intergenic spacer, partial sequence chloroplast."
"LC497596"	"Fagus crenata Karikomi_DH093 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497606"	"Fagus crenata Karikomi_DH103 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497634"	"Fagus crenata Karikomi_DH131 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497601"	"Fagus crenata Karikomi_DH098 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497611"	"Fagus crenata Karikomi_DH108 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497652"	"Fagus crenata Karikomi_DH149 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497531"	"Fagus crenata Karikomi_DH028 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497569"	"Fagus crenata Karikomi_DH066 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497576"	"Fagus crenata Karikomi_DH073 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497593"	"Fagus crenata Karikomi_DH090 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497640"	"Fagus crenata Karikomi_DH137 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"MT727746"	"UNVERIFIED: Fagus crenata isolate 463_2 hypothetical protein (LOC115960913) gene, partial sequence."
"LC497629"	"Fagus crenata Karikomi_DH126 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"OM322846"	"Fagus crenata isolate TSURUGI_3 CRABS CLAW protein (CRC) gene, partial cds."
"LC497621"	"Fagus crenata Karikomi_DH118 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497515"	"Fagus crenata Karikomi_DH012 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"OK416665"	"Fagus crenata voucher TW022008 trnH-psbA intergenic spacer, partial sequence chloroplast."
"MT727742"	"UNVERIFIED: Fagus crenata isolate 434_2 hypothetical protein (LOC115960913) gene, partial sequence."
"LC497524"	"Fagus crenata Karikomi_DH021 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497553"	"Fagus crenata Karikomi_DH050 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497578"	"Fagus crenata Karikomi_DH075 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497619"	"Fagus crenata Karikomi_DH116 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497577"	"Fagus crenata Karikomi_DH074 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"MT727744"	"UNVERIFIED: Fagus crenata isolate 448_2 hypothetical protein (LOC115960913) gene, partial sequence."
"LC497525"	"Fagus crenata Karikomi_DH022 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497535"	"Fagus crenata Karikomi_DH032 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497575"	"Fagus crenata Karikomi_DH072 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497594"	"Fagus crenata Karikomi_DH091 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497512"	"Fagus crenata Karikomi_DH009 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497528"	"Fagus crenata Karikomi_DH025 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"MT728618"	"UNVERIFIED: Fagus crenata isolate 434_2 hypothetical protein (LOC115977735) gene, partial sequence."
"LC497547"	"Fagus crenata Karikomi_DH044 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497582"	"Fagus crenata Karikomi_DH079 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"OK419542"	"Fagus crenata voucher TW024950 trnH-psbA intergenic spacer, partial sequence chloroplast."
"AB775533"	"Fagus crenata AP1 mRNA for MADS-box transcription factor, complete cds."
"LC497529"	"Fagus crenata Karikomi_DH026 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497587"	"Fagus crenata Karikomi_DH084 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"AB043732"	"Fagus crenata chloroplast trnL gene for tRNA-Leu, intron, haplotype:FC2."
"MT727743"	"UNVERIFIED: Fagus crenata isolate 448_1 hypothetical protein (LOC115960913) gene, partial sequence."
"LC497548"	"Fagus crenata Karikomi_DH045 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497636"	"Fagus crenata Karikomi_DH133 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497598"	"Fagus crenata Karikomi_DH095 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497544"	"Fagus crenata Karikomi_DH041 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497603"	"Fagus crenata Karikomi_DH100 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497612"	"Fagus crenata Karikomi_DH109 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"AB043734"	"Fagus crenata chloroplast trnL gene for tRNA-Leu, intron, haplotype:FC4a."
"LC497589"	"Fagus crenata Karikomi_DH086 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497617"	"Fagus crenata Karikomi_DH114 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497585"	"Fagus crenata Karikomi_DH082 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497616"	"Fagus crenata Karikomi_DH113 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497523"	"Fagus crenata Karikomi_DH020 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497666"	"Fagus crenata Karikomi_DH163 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497600"	"Fagus crenata Karikomi_DH097 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497571"	"Fagus crenata Karikomi_DH068 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497622"	"Fagus crenata Karikomi_DH119 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497663"	"Fagus crenata Karikomi_DH160 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497527"	"Fagus crenata Karikomi_DH024 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC626435"	"Fagus crenata P3921 chloroplast matK gene for maturase K, partial cds."
"LC497654"	"Fagus crenata Karikomi_DH151 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497558"	"Fagus crenata Karikomi_DH055 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"MT728621"	"UNVERIFIED: Fagus crenata isolate 463_1 hypothetical protein (LOC115977735) gene, partial sequence."
"LC497668"	"Fagus crenata Karikomi_DH165 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497509"	"Fagus crenata Karikomi_DH006 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497545"	"Fagus crenata Karikomi_DH042 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497614"	"Fagus crenata Karikomi_DH111 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"MT728620"	"UNVERIFIED: Fagus crenata isolate 448_2 hypothetical protein (LOC115977735) gene, partial sequence."
"OK420755"	"Fagus crenata voucher TW025768 trnH-psbA intergenic spacer, partial sequence chloroplast."
"LC497560"	"Fagus crenata Karikomi_DH057 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497534"	"Fagus crenata Karikomi_DH031 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497565"	"Fagus crenata Karikomi_DH062 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497542"	"Fagus crenata Karikomi_DH039 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497656"	"Fagus crenata Karikomi_DH153 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497561"	"Fagus crenata Karikomi_DH058 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497595"	"Fagus crenata Karikomi_DH092 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497613"	"Fagus crenata Karikomi_DH110 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497540"	"Fagus crenata Karikomi_DH037 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497631"	"Fagus crenata Karikomi_DH128 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497541"	"Fagus crenata Karikomi_DH038 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497521"	"Fagus crenata Karikomi_DH018 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497508"	"Fagus crenata Karikomi_DH005 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497511"	"Fagus crenata Karikomi_DH008 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497556"	"Fagus crenata Karikomi_DH053 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497570"	"Fagus crenata Karikomi_DH067 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497579"	"Fagus crenata Karikomi_DH076 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497650"	"Fagus crenata Karikomi_DH147 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"OK419565"	"Fagus crenata voucher nakata087 trnH-psbA intergenic spacer, partial sequence chloroplast."
"OK418285"	"Fagus crenata voucher TW024434 trnH-psbA intergenic spacer, partial sequence chloroplast."
"LC497599"	"Fagus crenata Karikomi_DH096 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497605"	"Fagus crenata Karikomi_DH102 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497610"	"Fagus crenata Karikomi_DH107 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497639"	"Fagus crenata Karikomi_DH136 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497659"	"Fagus crenata Karikomi_DH156 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497653"	"Fagus crenata Karikomi_DH150 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497669"	"Fagus crenata Karikomi_DH166 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497581"	"Fagus crenata Karikomi_DH078 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"OK420322"	"Fagus crenata voucher TW021662 trnH-psbA intergenic spacer, partial sequence chloroplast."
"LC497632"	"Fagus crenata Karikomi_DH129 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497630"	"Fagus crenata Karikomi_DH127 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497546"	"Fagus crenata Karikomi_DH043 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497532"	"Fagus crenata Karikomi_DH029 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497555"	"Fagus crenata Karikomi_DH052 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497559"	"Fagus crenata Karikomi_DH056 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497633"	"Fagus crenata Karikomi_DH130 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497651"	"Fagus crenata Karikomi_DH148 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497648"	"Fagus crenata Karikomi_DH145 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497658"	"Fagus crenata Karikomi_DH155 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"OK418878"	"Fagus crenata voucher TD082105 trnH-psbA intergenic spacer, partial sequence chloroplast."
"LC497573"	"Fagus crenata Karikomi_DH070 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497591"	"Fagus crenata Karikomi_DH088 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"OK419443"	"Fagus crenata voucher TW022736 trnH-psbA intergenic spacer, partial sequence chloroplast."
"LC497607"	"Fagus crenata Karikomi_DH104 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497580"	"Fagus crenata Karikomi_DH077 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497536"	"Fagus crenata Karikomi_DH033 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497563"	"Fagus crenata Karikomi_DH060 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497608"	"Fagus crenata Karikomi_DH105 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497615"	"Fagus crenata Karikomi_DH112 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"LC497520"	"Fagus crenata Karikomi_DH017 FcMYB1603 gene for transcription factor FcMYB1603, partial cds."
"OK417409"	"Fagus crenata voucher TW020509 trnH-psbA intergenic spacer, partial sequence chloroplast."
"DC654985"	"Fagus crenata mRNA, clone: Fc_TUM08_11A19, 5'end sequence, expressed in inner bark."
"DC655170"	"Fagus crenata mRNA, clone: Fc_TUM08_11I21, 5'end sequence, expressed in inner bark."
"DC654268"	"Fagus crenata mRNA, clone: Fc_TUM08_09A22, 5'end sequence, expressed in inner bark."
