accession	description
"WXH78923"	"Fagus crenata (Japanese beech) ATP synthase CF1 epsilon subunit"
"WXH78903"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit I"
"WXH78658"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit III"
"WXH78902"	"Fagus crenata (Japanese beech) ATP synthase CF1 alpha subunit"
"WXH79216"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 1"
"WXH79135"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 7"
"WXG25940"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 6"
"WXH78822"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit III"
"WXH78913"	"Fagus crenata (Japanese beech) photosystem II CP43 chlorophyll apoprotein"
"WXH78738"	"Fagus crenata (Japanese beech) ATP synthase CF1 alpha subunit"
"WXH78821"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit I"
"WXH78928"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf4"
"WXH79215"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit I"
"WXH79044"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 5"
"WPW47780"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 3"
"WXH78922"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 3"
"WXG25943"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 7"
"WXH79149"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit I"
"WPW48017"	"Fagus crenata (Japanese beech) photosystem II CP43 chlorophyll apoprotein"
"WPW48028"	"Fagus crenata (Japanese beech) ATP synthase CF1 beta subunit"
"WXH79213"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 4L"
"WPW47993"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 7"
"WPW47778"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit J"
"WPW47924"	"Fagus crenata (Japanese beech) ATP synthase CF1 alpha subunit"
"WPW48027"	"Fagus crenata (Japanese beech) ATP synthase CF1 epsilon subunit"
"WPW48114"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf4"
"WPW48079"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXH79086"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 3"
"WPW48161"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXH79051"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit I"
"WXH79214"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 6"
"WPW47861"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit K"
"WXH79057"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXG25895"	"Fagus crenata (Japanese beech) ATP synthase CF1 beta subunit"
"WXH78888"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 1"
"WPW47992"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 1"
"WXG25934"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 5"
"WXG25873"	"Fagus crenata (Japanese beech) ATP synthase CF1 alpha subunit"
"WXH78757"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit K"
"WXH78878"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXH78831"	"Fagus crenata (Japanese beech) photosystem II CP43 chlorophyll apoprotein"
"WXH79004"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 3"
"WPW48090"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit III"
"WXG25874"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit I"
"WPW47786"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf4"
"WPW48106"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit J"
"WPW48129"	"Fagus crenata (Japanese beech) photosystem II 47 kDa protein"
"WXH78800"	"Fagus crenata (Japanese beech) cytochrome c heme attachment protein"
"WXH79010"	"Fagus crenata (Japanese beech) photosystem I assembly protein Ycf4"
"QNU39862"	"Fagus crenata (Japanese beech) ATP synthase CF0 C subunit"
"QNU39819"	"Fagus crenata (Japanese beech) acetyl-CoA carboxylase beta subunit"
"WPW47883"	"Fagus crenata (Japanese beech) photosystem II 47 kDa protein"
"WXH79139"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXH78725"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 7"
"WPW47939"	"Fagus crenata (Japanese beech) photosystem I P700 apoprotein A1"
"WPW48154"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 6"
"WXH78920"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit J"
"WXH78882"	"Fagus crenata (Japanese beech) cytochrome c heme attachment protein"
"WXH78678"	"Fagus crenata (Japanese beech) ATP synthase CF1 beta subunit"
"WXH78943"	"Fagus crenata (Japanese beech) photosystem II 47 kDa protein"
"WXH78749"	"Fagus crenata (Japanese beech) photosystem II CP43 chlorophyll apoprotein"
"WXH78796"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WPW47826"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 6"
"QBB88687"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 1"
"WXH79087"	"Fagus crenata (Japanese beech) ATP synthase CF1 epsilon subunit"
"WXG25914"	"Fagus crenata (Japanese beech) photosystem II 47 kDa protein"
"WXH79148"	"Fagus crenata (Japanese beech) ATP synthase CF1 alpha subunit"
"WXH78716"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 5"
"WXH78714"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXH78893"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXH78960"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXH78975"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXH79221"	"Fagus crenata (Japanese beech) NADH-plastoquinone oxidoreductase subunit 2"
"WXH78904"	"Fagus crenata (Japanese beech) ATP synthase CF0 subunit III"
"WXH79088"	"Fagus crenata (Japanese beech) ATP synthase CF1 beta subunit"
"WPW47792"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 alpha subunit"
"WXH79179"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 beta subunit"
"WPW47932"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VIII"
"WPW48052"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit IV"
"WXH78948"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit IV"
"WXH78926"	"Fagus crenata (Japanese beech) acetyl-CoA carboxylase carboxyltransferase beta subunit"
"WXH79016"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 alpha subunit"
"WXH78771"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VI"
"WXH78992"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VIII"
"WXH78935"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VI"
"WXH79181"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VI"
"WXH79017"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VI"
"WPW47958"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit V"
"WXG25904"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 beta subunit"
"WXH79090"	"Fagus crenata (Japanese beech) acetyl-CoA carboxylase carboxyltransferase beta subunit"
"WPW48039"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VI"
"WPW47850"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VIII"
"WPW47955"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 beta subunit"
"WPW47970"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit IV"
"QBB88664"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit IV"
"WPW48122"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit V"
"WPW48040"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit V"
"WXH79156"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VIII"
"WXH79180"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 alpha subunit"
"WPW48121"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VI"
"WPW47768"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VIII"
"QBB88649"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 beta subunit"
"WPW47866"	"Fagus crenata (Japanese beech) acetyl-CoA carboxylase carboxyltransferase beta subunit"
"WPW47948"	"Fagus crenata (Japanese beech) acetyl-CoA carboxylase carboxyltransferase beta subunit"
"WPW47875"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VI"
"WPW47806"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit IV"
"WXH78910"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VIII"
"WXH79194"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit IV"
"WXG25897"	"Fagus crenata (Japanese beech) acetyl-CoA carboxylase carboxyltransferase beta subunit"
"WXH79030"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit IV"
"WPW48096"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VIII"
"WPW47791"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 beta subunit"
"WPW48119"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 beta subunit"
"WPW48112"	"Fagus crenata (Japanese beech) acetyl-CoA carboxylase carboxyltransferase beta subunit"
"QNU39814"	"Fagus crenata (Japanese beech) ATP-dependent Clp protease proteolytic subunit"
"QNU39880"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VI"
"QNU39881"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VIII"
"WPW48037"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 beta subunit"
"WPW47793"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VI"
"WPW47888"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit IV"
"WPW47794"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit V"
"WPW48030"	"Fagus crenata (Japanese beech) acetyl-CoA carboxylase carboxyltransferase beta subunit"
"WPW48120"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 alpha subunit"
"WPW47873"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 beta subunit"
"QNU39875"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit V"
"QBB88651"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VI"
"WPW47956"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 alpha subunit"
"QBB88650"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 alpha subunit"
"QBB88652"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit V"
"QBB88627"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VIII"
"WXH79015"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 beta subunit"
"WXG25907"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit V"
"WXH79097"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 beta subunit"
"WXH79099"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VI"
"WXH78828"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VIII"
"WXH79074"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VIII"
"WXH78769"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 beta subunit"
"WXH78852"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 alpha subunit"
"WXH79100"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit V"
"WXH78866"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit IV"
"WXH78784"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit IV"
"WXH78770"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 alpha subunit"
"WXH79112"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit IV"
"WXH78746"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VIII"
"WPW47876"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit V"
"WXH78844"	"Fagus crenata (Japanese beech) acetyl-CoA carboxylase carboxyltransferase beta subunit"
"WXH78934"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 alpha subunit"
"WXH78688"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 alpha subunit"
"WXH78664"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VIII"
"WXH78687"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 beta subunit"
"WXH78690"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit V"
"WXG25881"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VIII"
"WXH78853"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VI"
"WXH79098"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 alpha subunit"
"WXH78772"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit V"
"WXG25905"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 alpha subunit"
"WXH78762"	"Fagus crenata (Japanese beech) acetyl-CoA carboxylase carboxyltransferase beta subunit"
"WXH78680"	"Fagus crenata (Japanese beech) acetyl-CoA carboxylase carboxyltransferase beta subunit"
"WXG25906"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VI"
"WPW47784"	"Fagus crenata (Japanese beech) acetyl-CoA carboxylase carboxyltransferase beta subunit"
"WPW48014"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VIII"
"WPW48134"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit IV"
"WPW47957"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VI"
"WXH78702"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit IV"
"WXH78933"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 beta subunit"
"WXH78854"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit V"
"WPW47874"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 alpha subunit"
"WXH79008"	"Fagus crenata (Japanese beech) acetyl-CoA carboxylase carboxyltransferase beta subunit"
"WPW48038"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 alpha subunit"
"WXH79018"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit V"
"WXH78689"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit VI"
"WXG25919"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit IV"
"WXH78851"	"Fagus crenata (Japanese beech) photosystem II cytochrome b559 beta subunit"
"WXH79182"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit V"
"WXH78936"	"Fagus crenata (Japanese beech) cytochrome b6/f complex subunit V"
"WXH79172"	"Fagus crenata (Japanese beech) acetyl-CoA carboxylase carboxyltransferase beta subunit"
"WPW47783"	"Fagus crenata (Japanese beech) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"WXH79089"	"Fagus crenata (Japanese beech) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"WPW48111"	"Fagus crenata (Japanese beech) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QLI47027"	"Fagus crenata (Japanese beech) partial glucan endo-1,3-beta-glucosidase 14"
"WXH79171"	"Fagus crenata (Japanese beech) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QLI47026"	"Fagus crenata (Japanese beech) partial glucan endo-1,3-beta-glucosidase 14"
"QLI47024"	"Fagus crenata (Japanese beech) partial glucan endo-1,3-beta-glucosidase 14"
"AAA84254"	"Fagus crenata (Japanese beech) partial ribulose 1,5-bisphosphate carboxylase large subunit"
"QBB88642"	"Fagus crenata (Japanese beech) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"WPW47865"	"Fagus crenata (Japanese beech) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QNU39812"	"Fagus crenata (Japanese beech) photosystem I P700 chlorophyll a apoprotein A2"
"QLI47028"	"Fagus crenata (Japanese beech) partial glucan endo-1,3-beta-glucosidase 14"
"QNU39808"	"Fagus crenata (Japanese beech) photosystem I P700 chlorophyll a apoprotein A1"
"WPW48029"	"Fagus crenata (Japanese beech) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QNU39826"	"Fagus crenata (Japanese beech) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"ASX94190"	"Fagus crenata (Japanese beech) ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit"
"QLI47025"	"Fagus crenata (Japanese beech) partial glucan endo-1,3-beta-glucosidase 14"
"WPW47947"	"Fagus crenata (Japanese beech) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"WXH78679"	"Fagus crenata (Japanese beech) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"WXH78843"	"Fagus crenata (Japanese beech) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"WXH78761"	"Fagus crenata (Japanese beech) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"WXG25896"	"Fagus crenata (Japanese beech) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"WXH79007"	"Fagus crenata (Japanese beech) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QLI47029"	"Fagus crenata (Japanese beech) partial glucan endo-1,3-beta-glucosidase 14"
"WXH78925"	"Fagus crenata (Japanese beech) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QLI47362"	"Fagus crenata (Japanese beech) partial zinc finger CCCH domain-containing protein 14"
"BDG51991"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"BDG53418"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"BDG53922"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"ANS59127"	"Fagus crenata (Japanese beech) partial ribulose-1,5-biphospate carboxylase/oxygenase large subunit"
"AAB66644"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"BDG57197"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QLI47361"	"Fagus crenata (Japanese beech) partial zinc finger CCCH domain-containing protein 14"
"BDG52419"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"BAB70581"	"Fagus crenata (Japanese beech) partial ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit"
"BDG54821"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"BDG57669"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"BDG54089"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"BDG56678"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QLI47440"	"Fagus crenata (Japanese beech) partial chloroplast accumulation and replication of chloroplasts 6"
"BDG53899"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"BDG53157"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QLI47441"	"Fagus crenata (Japanese beech) partial chloroplast accumulation and replication of chloroplasts 6"
"BDG52496"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QLI47192"	"Fagus crenata (Japanese beech) partial chloroplast chaperone protein DnaJ C76-like protein"
"QLI47363"	"Fagus crenata (Japanese beech) partial zinc finger CCCH domain-containing protein 14"
"BCU83518"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"ANS59131"	"Fagus crenata (Japanese beech) partial ribulose-1,5-biphospate carboxylase/oxygenase large subunit"
"BDG56410"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QLI47437"	"Fagus crenata (Japanese beech) partial chloroplast accumulation and replication of chloroplasts 6"
"BDG54497"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QLI47365"	"Fagus crenata (Japanese beech) partial zinc finger CCCH domain-containing protein 14"
"QLI47364"	"Fagus crenata (Japanese beech) partial zinc finger CCCH domain-containing protein 14"
"QLI47190"	"Fagus crenata (Japanese beech) partial chloroplast chaperone protein DnaJ C76-like protein"
"ANS59129"	"Fagus crenata (Japanese beech) partial ribulose-1,5-biphospate carboxylase/oxygenase large subunit"
"QLI47188"	"Fagus crenata (Japanese beech) partial chloroplast chaperone protein DnaJ C76-like protein"
"BAA23214"	"Fagus crenata (Japanese beech) small subunit of ribulose-1,5-bisphosphate carboxylase/oxygenase"
"BDG54977"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"BDG53782"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QLI47439"	"Fagus crenata (Japanese beech) partial chloroplast accumulation and replication of chloroplasts 6"
"QLI47191"	"Fagus crenata (Japanese beech) partial chloroplast chaperone protein DnaJ C76-like protein"
"QLI47438"	"Fagus crenata (Japanese beech) partial chloroplast accumulation and replication of chloroplasts 6"
"ANS59133"	"Fagus crenata (Japanese beech) partial ribulose-1,5-biphospate carboxylase/oxygenase large subunit"
"BDG55552"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"BDG55113"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QLI47189"	"Fagus crenata (Japanese beech) partial chloroplast chaperone protein DnaJ C76-like protein"
"BDG56571"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"BDG54244"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"BDG53191"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"BCU08548"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"BCU83519"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QLI47193"	"Fagus crenata (Japanese beech) partial chloroplast chaperone protein DnaJ C76-like protein"
"QLI47360"	"Fagus crenata (Japanese beech) partial zinc finger CCCH domain-containing protein 14"
"BDG54589"	"Fagus crenata (Japanese beech) partial ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
"QLI47436"	"Fagus crenata (Japanese beech) partial chloroplast accumulation and replication of chloroplasts 6"
"BAD13472"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"AHE74229"	"Neonectria microconidia partial alpha-actin"
"QXT59908"	"Phyllaphis fagifoliae partial Cytochrome c oxidase subunit B"
"BBA13745"	"Melanomma japonicum partial RNA polymerase II second largest subunit"
"BBD05292"	"Crassiperidium octosporum partial elongation factor 1 alpha"
"BBA13734"	"Pseudodidymella fagi partial elongation factor 1 alpha"
"BAW18745"	"Cryptocoryneum japonicum partial translation elongation factor-1 alpha"
"BAD13486"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAD13488"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BBA13761"	"Pseudodidymella fagi partial RNA polymerase II second largest subunit"
"BAD13487"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BBD05304"	"Crassiperidium octosporum partial RNA polymerase II second largest subunit"
"BAZ96498"	"Cryptocoryneum japonicum partial RNA polymerase II second largest subunit"
"BAP46852"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAP46851"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BBA13735"	"Pseudodidymella fagi partial elongation factor 1 alpha"
"BBD05300"	"Crassiperidium octosporum partial elongation factor 1 alpha"
"BBD05308"	"Crassiperidium octosporum partial RNA polymerase II second largest subunit"
"BAP46844"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"AHE74382"	"Neonectria coccinea partial RNA polymerase II largest subunit"
"QXT60042"	"Phyllaphis fagifoliae ATP synthase membrane subunit 6"
"AHE74391"	"Neonectria microconidia partial RNA polymerase II largest subunit"
"BAP46854"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BBD05306"	"Crassiperidium octosporum partial RNA polymerase II second largest subunit"
"AHE74260"	"Neonectria coccinea partial alpha-actin"
"BAP46857"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"AHE74459"	"Neonectria microconidia partial beta-tubulin"
"QXT59796"	"Phyllaphis fagifoliae partial cytochrome c oxidase subunit 2"
"BAZ96499"	"Cryptocoryneum japonicum partial RNA polymerase II second largest subunit"
"BAW18748"	"Cryptocoryneum japonicum partial translation elongation factor-1 alpha"
"BBD05295"	"Crassiperidium octosporum partial elongation factor 1 alpha"
"BAD13478"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BBD05307"	"Crassiperidium octosporum partial RNA polymerase II second largest subunit"
"BAP46839"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BBD05299"	"Crassiperidium octosporum partial elongation factor 1 alpha"
"BAP46838"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAD13483"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAZ96495"	"Cryptocoryneum congregatum partial RNA polymerase II second largest subunit"
"BAP46836"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"QXT60171"	"Phyllaphis fagifoliae partial elongation factor 1-alpha"
"BAP46845"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"AFO63033"	"Neonectria candida partial beta-tubulin"
"QIQ48987"	"Phyllaphis fagifoliae partial cytochrome c oxidase subunit I"
"AHE74327"	"Neonectria coccinea partial translation elongation factor 1-alpha"
"BAP46846"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BBD05303"	"Crassiperidium octosporum partial RNA polymerase II second largest subunit"
"BAD13480"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAW18752"	"Cryptocoryneum longicondensatum partial translation elongation factor-1 alpha"
"BBD05298"	"Crassiperidium octosporum partial elongation factor 1 alpha"
"BBA13732"	"Pseudodidymella fagi partial elongation factor 1 alpha"
"BAP46848"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BBA13760"	"Pseudodidymella fagi partial RNA polymerase II second largest subunit"
"BAP46843"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BBD05296"	"Crassiperidium octosporum partial elongation factor 1 alpha"
"BBD05291"	"Crassiperidium octosporum partial elongation factor 1 alpha"
"BAZ96505"	"Cryptocoryneum paracondensatum partial RNA polymerase II second largest subunit"
"BBD05301"	"Crassiperidium quadrisporum partial elongation factor 1 alpha"
"BAD13476"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAD13485"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
